Name,IDfg,key_mlbam,season,Team,Y,n,obp_raw,Age,SO,GB%,K%,park_factor,avg_fip_faced,avg_fip_faced_z,park_factor_z,k_rate_z,gb_rate_z,age_z
Jake Cronenworth*,18036,630105,2023,SDP,162.0,522.0,0.3103448275862069,29.0,97.0,,0.18582375478927204,1.0,4.694999999999999,0.2966458157730724,0.0,-0.7721548004508972,0.0,0.15312511060376804
Jurickson Profar#,10815,595777,2023,2TM,167.0,521.0,0.32053742802303264,30.0,90.0,,0.1727447216890595,1.0,4.918571428571428,0.5830988777930783,0.0,-0.9847105014013722,0.0,0.41338170884607034
Jurickson Profar#,10815,595777,2023,COL,149.0,472.0,0.3156779661016949,30.0,86.0,,0.18220338983050846,1.0,4.918571428571428,0.5830988777930783,0.0,-0.8309916583141918,0.0,0.41338170884607034
Zach McKinstry*,19392,656716,2023,DET,156.0,518.0,0.30115830115830117,28.0,113.0,,0.21814671814671815,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,-0.24685372654147947,0.0,-0.10713148763853422
Myles Straw,17620,664702,2023,CLE,154.0,518.0,0.2972972972972973,28.0,97.0,,0.18725868725868725,1.0,3.3200000000000003,-1.4650862749250444,0.0,-0.7488347985427908,0.0,-0.10713148763853422
Tyler Stephenson,17988,663886,2023,CIN,164.0,517.0,0.31721470019342357,26.0,135.0,,0.2611218568665377,1.0,2.965,-1.9199334692507408,0.0,0.45156263681237535,0.0,-0.6276446841231388
Eddie Rosario*,12155,592696,2023,ATL,157.0,516.0,0.30426356589147285,31.0,122.0,,0.2364341085271318,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,0.050346307366273386,0.0,0.6736383070883726
Josh Jung,26299,673962,2023,TEX,162.0,515.0,0.3145631067961165,25.0,151.0,,0.29320388349514565,1.0,3.7225,-0.9493792447388681,0.0,0.9729480944151043,0.0,-0.8879012823654411
Mark Canha,11445,592192,2023,2TM,180.0,507.0,0.35502958579881655,34.0,79.0,,0.15581854043392504,1.0,5.378,1.1717461924616657,0.0,-1.2597886584435334,0.0,1.4544081018152795
Mark Canha,11445,592192,2023,NYM,104.0,303.0,0.3432343234323432,34.0,52.0,,0.1716171617161716,1.0,5.378,1.1717461924616657,0.0,-1.0030351970088012,0.0,1.4544081018152795
Mark Canha,11445,592192,2023,MIL,76.0,204.0,0.37254901960784315,34.0,27.0,,0.1323529411764706,1.0,5.378,1.1717461924616657,0.0,-1.641143064398062,0.0,1.4544081018152795
Lars Nootbaar*,21454,663457,2023,STL,184.0,503.0,0.3658051689860835,25.0,99.0,,0.19681908548707752,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,-0.5934626749897011,0.0,-0.8879012823654411
Triston Casas*,22514,671213,2023,BOS,184.0,502.0,0.3665338645418327,23.0,126.0,,0.250996015936255,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,0.287001143607325,0.0,-1.4084144788500457
Jonah Heim#,16930,641680,2023,TEX,159.0,501.0,0.31736526946107785,28.0,96.0,,0.19161676646706588,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,-0.6780088763330245,0.0,-0.10713148763853422
Josh Lowe*,19953,666139,2023,TBR,168.0,501.0,0.33532934131736525,25.0,124.0,,0.24750499001996007,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,0.2302662569388082,0.0,-0.8879012823654411
Esteury Ruiz,21780,665923,2023,OAK,150.0,497.0,0.30181086519114686,24.0,99.0,,0.19919517102615694,1.0,3.715,-0.9589886925063128,0.0,-0.5548473948380586,0.0,-1.1481578806077433
Willson Contreras,11609,575929,2023,STL,177.0,495.0,0.3575757575757576,31.0,111.0,,0.22424242424242424,1.0,5.007499999999999,0.6970394727499174,0.0,-0.14778852255940267,0.0,0.6736383070883726
Josh Naylor*,18839,647304,2023,CLE,175.0,495.0,0.35353535353535354,26.0,68.0,,0.13737373737373737,1.0,3.665,-1.0230516776226077,0.0,-1.5595469061146048,0.0,-0.6276446841231388
Ryan Noda*,23312,676116,2023,OAK,180.0,495.0,0.36363636363636365,27.0,170.0,,0.3434343434343434,1.0,3.574,-1.1396463105342653,0.0,1.7892753060395954,0.0,-0.3673880858808365
Geraldo Perdomo#,22799,672695,2023,ARI,170.0,495.0,0.3434343434343434,23.0,86.0,,0.17373737373737375,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,-0.968578280440334,0.0,-1.4084144788500457
Mauricio Dubón,16530,643289,2023,HOU,152.0,492.0,0.3089430894308943,28.0,70.0,,0.14227642276422764,1.0,4.63875,0.224574957517241,0.0,-1.4798702418129925,0.0,-0.10713148763853422
Wander Franco#,23667,677551,2023,TBR,169.0,491.0,0.34419551934826886,22.0,69.0,,0.14052953156822812,1.0,6.068,2.0558153870665388,0.0,-1.5082600837688063,0.0,-1.6686710770923479
Max Kepler*,12144,596146,2023,MIN,163.0,491.0,0.3319755600814664,30.0,106.0,,0.2158859470468432,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,-0.28359495826255293,0.0,0.41338170884607034
Shea Langeliers,25816,669127,2023,OAK,131.0,490.0,0.2673469387755102,25.0,143.0,,0.29183673469387755,1.0,3.715,-0.9589886925063128,0.0,0.9507296880902195,0.0,-0.8879012823654411
Eloy Jiménez,17484,650391,2023,CHW,155.0,489.0,0.3169734151329243,26.0,93.0,,0.1901840490797546,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,-0.7012928795303963,0.0,-0.6276446841231388
Tommy Pham,2967,502054,2023,2TM,158.0,481.0,0.3284823284823285,35.0,106.0,,0.2203742203742204,1.0,2.17,-2.9385349325998344,0.0,-0.21065316846446178,0.0,1.7146647000575816
Tommy Pham,2967,502054,2023,NYM,92.0,264.0,0.3484848484848485,35.0,56.0,,0.21212121212121213,1.0,2.17,-2.9385349325998344,0.0,-0.34477806445082615,0.0,1.7146647000575816
Tommy Pham,2967,502054,2023,ARI,66.0,217.0,0.30414746543778803,35.0,50.0,,0.2304147465437788,1.0,2.17,-2.9385349325998344,0.0,-0.04747817979902339,0.0,1.7146647000575816
Andrew McCutchen,9847,457705,2023,PIT,179.0,473.0,0.3784355179704017,36.0,100.0,,0.21141649048625794,1.0,5.847142857142857,1.7728400299528466,0.0,-0.35623094479335077,0.0,1.9749212982998838
Connor Joe,16572,656582,2023,PIT,160.0,472.0,0.3389830508474576,30.0,110.0,,0.2330508474576271,1.0,5.413846153846153,1.2176744248681162,0.0,-0.004637224108643794,0.0,0.41338170884607034
Brandon Marsh*,20202,669016,2023,PHI,175.0,472.0,0.3707627118644068,25.0,144.0,,0.3050847457627119,1.0,4.496666666666667,0.042529308145102716,0.0,1.1660315576825497,0.0,-0.8879012823654411
Randal Grichuk,10243,545341,2023,2TM,151.0,471.0,0.3205944798301486,31.0,96.0,,0.20382165605095542,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,-0.4796594386758454,0.0,0.6736383070883726
Randal Grichuk,10243,545341,2023,COL,96.0,263.0,0.3650190114068441,31.0,51.0,,0.19391634980988592,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,-0.6406368821204549,0.0,0.6736383070883726
Randal Grichuk,10243,545341,2023,LAA,55.0,208.0,0.2644230769230769,31.0,45.0,,0.21634615384615385,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,-0.27611584432040204,0.0,0.6736383070883726
Michael Conforto*,16376,624424,2023,SFG,157.0,470.0,0.33404255319148934,30.0,106.0,,0.225531914893617,1.0,4.221666666666667,-0.30981710999452133,0.0,-0.12683218831563436,0.0,0.41338170884607034
Ryan Mountcastle,18373,663624,2023,BAL,154.0,470.0,0.3276595744680851,26.0,107.0,,0.2276595744680851,1.0,4.279999999999999,-0.23507696069217776,0.0,-0.09225423681341634,0.0,-0.6276446841231388
Jordan Walker,27475,691023,2023,STL,159.0,465.0,0.3419354838709677,21.0,104.0,,0.22365591397849463,1.0,4.906666666666666,0.5678457860987224,0.0,-0.15732027458640696,0.0,-1.92892767533465
Nolan Gorman*,22263,669357,2023,STL,152.0,464.0,0.3275862068965517,23.0,148.0,,0.31896551724137934,1.0,4.906666666666666,0.5678457860987224,0.0,1.3916168198938343,0.0,-1.4084144788500457
Michael Massey*,27684,686681,2023,KCR,126.0,461.0,0.27331887201735355,25.0,99.0,,0.21475054229934923,1.0,4.01,-0.5810170803201713,0.0,-0.302047144300843,0.0,-0.8879012823654411
Kerry Carpenter*,25961,681481,2023,DET,156.0,459.0,0.33986928104575165,25.0,115.0,,0.25054466230936817,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,0.27966590821152915,0.0,-0.8879012823654411
Aaron Judge,15640,592450,2023,NYY,186.0,458.0,0.40611353711790393,31.0,130.0,,0.2838427947598253,1.0,3.85,-0.7860186326923155,0.0,0.8208150764351078,0.0,0.6736383070883726
Chas McCormick,19599,676801,2023,HOU,161.0,457.0,0.3522975929978118,28.0,117.0,,0.25601750547045954,1.0,4.63875,0.224574957517241,0.0,0.3686085697511565,0.0,-0.10713148763853422
Garrett Cooper,15279,643265,2023,2TM,139.0,457.0,0.3041575492341357,32.0,132.0,,0.2888402625820569,1.0,5.1425,0.8700095325639152,0.0,0.9020321104308867,0.0,0.9338949053306749
Garrett Cooper,15279,643265,2023,MIA,96.0,324.0,0.2962962962962963,32.0,97.0,,0.2993827160493827,1.0,5.1425,0.8700095325639152,0.0,1.0733642394434497,0.0,0.9338949053306749
Garrett Cooper,15279,643265,2023,SDP,43.0,133.0,0.3233082706766917,32.0,35.0,,0.2631578947368421,1.0,5.1425,0.8700095325639152,0.0,0.48465158561832533,0.0,0.9338949053306749
Will Brennan*,25660,686823,2023,CLE,136.0,455.0,0.2989010989010989,25.0,57.0,,0.12527472527472527,1.0,3.8633333333333333,-0.768935169994637,0.0,-1.7561756612992676,0.0,-0.8879012823654411
Adam Frazier*,15223,624428,2023,BAL,135.0,455.0,0.2967032967032967,31.0,68.0,,0.14945054945054945,1.0,3.6824999999999997,-1.0006296328319049,0.0,-1.363278937636703,0.0,0.6736383070883726
Cedric Mullins*,17929,656775,2023,BAL,138.0,455.0,0.3032967032967033,28.0,101.0,,0.22197802197802197,1.0,4.6,0.17492614405211185,0.0,-0.18458876664900947,0.0,-0.10713148763853422
Wilmer Flores,5827,527038,2023,SFG,161.0,454.0,0.35462555066079293,31.0,63.0,,0.13876651982378854,1.0,2.523333333333333,-2.4858231711113485,0.0,-1.5369119110294303,0.0,0.6736383070883726
Donovan Solano,8623,456781,2023,MIN,166.0,450.0,0.3688888888888889,35.0,100.0,,0.2222222222222222,1.0,5.1850000000000005,0.9244630699127667,0.0,-0.18062011287464014,0.0,1.7146647000575816
Brice Turang*,22186,668930,2023,MIL,127.0,448.0,0.28348214285714285,23.0,94.0,,0.20982142857142858,1.0,3.9172727272727275,-0.6998247981722091,0.0,-0.38215331235433286,0.0,-1.4084144788500457
Luis Rengifo#,19858,650859,2023,LAA,151.0,445.0,0.3393258426966292,26.0,82.0,,0.1842696629213483,1.0,3.46,-1.2857099165994181,0.0,-0.7974113376732547,0.0,-0.6276446841231388
Alex Call,19296,669743,2023,WSN,134.0,439.0,0.3052391799544419,28.0,78.0,,0.1776765375854214,1.0,6.0675,2.0551747572153762,0.0,-0.9045604186867054,0.0,-0.10713148763853422
Sean Murphy,19352,669221,2023,ATL,160.0,438.0,0.365296803652968,28.0,98.0,,0.2237442922374429,1.0,2.69,-2.272279887390364,0.0,-0.15588398318507785,0.0,-0.10713148763853422
Brandon Lowe*,18882,664040,2023,TBR,143.0,436.0,0.32798165137614677,28.0,119.0,,0.27293577981651373,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,0.6435582265755243,0.0,-0.10713148763853422
Harold Ramírez,14387,623912,2023,TBR,153.0,434.0,0.35253456221198154,28.0,79.0,,0.18202764976958524,1.0,6.26,2.3018172499131127,0.0,-0.8338477220268837,0.0,-0.10713148763853422
Brenton Doyle,25479,686668,2023,COL,107.0,431.0,0.2482598607888631,25.0,151.0,,0.3503480278422274,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,1.9016339967935982,0.0,-0.8879012823654411
Jace Peterson*,12325,607054,2023,2TM,130.0,430.0,0.3023255813953488,33.0,101.0,,0.23488372093023255,1.0,3.255,-1.5483681555762285,0.0,0.025149970612718984,0.0,1.194151503572977
Jace Peterson*,12325,607054,2023,OAK,101.0,324.0,0.3117283950617284,33.0,77.0,,0.23765432098765432,1.0,3.255,-1.5483681555762285,0.0,0.07017675758897801,0.0,1.194151503572977
Jace Peterson*,12325,607054,2023,ARI,29.0,106.0,0.27358490566037735,33.0,24.0,,0.22641509433962265,1.0,3.255,-1.5483681555762285,0.0,-0.11247907637131725,0.0,1.194151503572977
Christopher Morel,21897,666624,2023,CHC,134.0,429.0,0.3123543123543124,24.0,133.0,,0.31002331002331,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,1.2462913123645176,0.0,-1.1481578806077433
Joc Pederson*,11899,592626,2023,SFG,148.0,425.0,0.34823529411764703,31.0,89.0,,0.20941176470588235,1.0,4.3999999999999995,-0.08132579641306915,0.0,-0.388811020873615,0.0,0.6736383070883726
Jon Berti,12037,542932,2023,MIA,145.0,424.0,0.3419811320754717,33.0,77.0,,0.18160377358490565,1.0,5.203333333333334,0.9479528311220752,0.0,-0.8407364040005779,0.0,1.194151503572977
Nolan Jones*,20529,666134,2023,COL,165.0,424.0,0.3891509433962264,25.0,126.0,,0.2971698113207547,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,1.0374009146222516,0.0,-0.8879012823654411
Miguel Rojas,7802,500743,2023,LAD,122.0,423.0,0.28841607565011823,34.0,48.0,,0.11347517730496454,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,-1.9479376340991137,0.0,1.4544081018152795
Alejandro Kirk,22581,672386,2023,TOR,141.0,422.0,0.3341232227488152,24.0,45.0,,0.1066350710900474,1.0,4.165,-0.38242182645965583,0.0,-2.0591005587547433,0.0,-1.1481578806077433
David Peralta*,2136,444482,2023,LAD,124.0,422.0,0.2938388625592417,35.0,72.0,,0.17061611374407584,1.0,4.31,-0.19663916962240033,0.0,-1.019303865477146,0.0,1.7146647000575816
Anthony Rizzo*,3473,519203,2023,NYY,138.0,421.0,0.32779097387173395,33.0,97.0,,0.23040380047505937,1.0,3.85,-0.7860186326923155,0.0,-0.04765607133668399,0.0,1.194151503572977
Robbie Grossman#,5254,543257,2023,TEX,143.0,420.0,0.3404761904761905,33.0,98.0,,0.23333333333333334,1.0,3.77,-0.8885194088783879,0.0,-4.636614083496646e-05,0.0,1.194151503572977
Yan Gomes,9627,543228,2023,CHC,132.0,419.0,0.315035799522673,35.0,81.0,,0.19331742243436753,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,-0.6503704325401469,0.0,1.7146647000575816
Tony Kemp*,14894,643393,2023,OAK,125.0,419.0,0.29832935560859186,31.0,40.0,,0.0954653937947494,1.0,3.574,-1.1396463105342653,0.0,-2.240626101866496,0.0,0.6736383070883726
Riley Greene*,25976,682985,2023,DET,145.0,416.0,0.3485576923076923,22.0,114.0,,0.27403846153846156,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,0.6614786098743546,0.0,-1.6686710770923479
Jarred Kelenic*,22558,672284,2023,SEA,136.0,416.0,0.3269230769230769,23.0,132.0,,0.3173076923076923,1.0,3.6059999999999994,-1.0986460000598368,0.0,1.3646744505204211,0.0,-1.4084144788500457
Giancarlo Stanton,4949,519317,2023,NYY,114.0,415.0,0.2746987951807229,33.0,124.0,,0.2987951807228916,1.0,4.3425,-0.15499822929680762,0.0,1.063815828471582,0.0,1.194151503572977
Charlie Blackmon*,7859,453568,2023,COL,150.0,413.0,0.36319612590799033,36.0,55.0,,0.13317191283292978,1.0,4.489999999999999,0.03398757679626202,0.0,-1.6278334341552556,0.0,1.9749212982998838
Joey Wiemer,27690,686894,2023,MIL,116.0,410.0,0.28292682926829266,24.0,116.0,,0.28292682926829266,1.0,4.15625,-0.39363284885500754,0.0,0.8059291375734645,0.0,-1.1481578806077433
Willi Castro#,17338,650489,2023,MIN,138.0,409.0,0.3374083129584352,26.0,99.0,,0.24205378973105135,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,0.14167532750598993,0.0,-0.6276446841231388
Taylor Ward,17548,621493,2023,LAA,137.0,409.0,0.33496332518337407,29.0,80.0,,0.19559902200489,1.0,4.0575,-0.5201572444596904,0.0,-0.6132907040705537,0.0,0.15312511060376804
Edouard Julien*,27534,666397,2023,MIN,155.0,408.0,0.3799019607843137,24.0,128.0,,0.3137254901960784,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,1.3064578014037536,0.0,-1.1481578806077433
Kevin Kiermaier*,11038,595281,2023,TOR,131.0,408.0,0.32107843137254904,33.0,86.0,,0.2107843137254902,1.0,3.8625,-0.770002886413242,0.0,-0.3665048521594391,0.0,1.194151503572977
Martín Maldonado,6887,455117,2023,HOU,102.0,407.0,0.25061425061425063,36.0,139.0,,0.3415233415233415,1.0,4.6875,0.28703636800562893,0.0,1.7582183962819387,0.0,1.9749212982998838
Elvis Andrus,8709,462101,2023,CHW,123.0,406.0,0.30295566502463056,34.0,71.0,,0.1748768472906404,1.0,5.11375,0.8331733161220449,0.0,-0.9500599696467642,0.0,1.4544081018152795
Luke Raley*,19354,670042,2023,TBR,135.0,406.0,0.33251231527093594,28.0,128.0,,0.31527093596059114,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,1.331573825290229,0.0,-0.10713148763853422
Yasmani Grandal#,11368,518735,2023,CHW,125.0,405.0,0.30864197530864196,34.0,86.0,,0.2123456790123457,1.0,5.11375,0.8331733161220449,0.0,-0.3411301099713553,0.0,1.4544081018152795
Brandon Belt*,10264,474832,2023,TOR,149.0,404.0,0.3688118811881188,35.0,141.0,,0.349009900990099,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,1.8798872446571435,0.0,1.7146647000575816
Ramón Laureano,17128,657656,2023,2TM,123.0,404.0,0.30445544554455445,28.0,114.0,,0.28217821782178215,1.0,3.255,-1.5483681555762285,0.0,0.7937629759364851,0.0,-0.10713148763853422
Ramón Laureano,17128,657656,2023,OAK,69.0,246.0,0.2804878048780488,28.0,73.0,,0.2967479674796748,1.0,3.255,-1.5483681555762285,0.0,1.0305452615594175,0.0,-0.10713148763853422
Ramón Laureano,17128,657656,2023,CLE,54.0,158.0,0.34177215189873417,28.0,41.0,,0.25949367088607594,1.0,3.255,-1.5483681555762285,0.0,0.4251019489539461,0.0,-0.10713148763853422
Matt McLain,29695,680574,2023,CIN,144.0,403.0,0.3573200992555831,23.0,115.0,,0.2853598014888337,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,0.8454689194340774,0.0,-1.4084144788500457
Connor Wong,19896,657136,2023,BOS,115.0,403.0,0.2853598014888337,27.0,134.0,,0.3325062034739454,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,1.6116751400663514,0.0,-0.3673880858808365
Jesús Sánchez*,19913,660821,2023,MIA,131.0,402.0,0.32587064676616917,25.0,107.0,,0.26616915422885573,1.0,4.83,0.4696158755870703,0.0,0.5335894824157826,0.0,-0.8879012823654411
Alek Thomas*,23792,677950,2023,ARI,109.0,402.0,0.27114427860696516,23.0,86.0,,0.21393034825870647,1.0,3.9425000000000003,-0.6675021102271691,0.0,-0.3153766402879272,0.0,-1.4084144788500457
Mike Tauchman*,15274,643565,2023,CHC,145.0,401.0,0.36159600997506236,32.0,86.0,,0.2144638403990025,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,-0.3067065195715612,0.0,0.9338949053306749
Paul DeJong,18015,657557,2023,3TM,103.0,400.0,0.2575,29.0,121.0,,0.3025,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,1.1240252072771004,0.0,0.15312511060376804
Paul DeJong,18015,657557,2023,2TM,100.0,356.0,0.2808988764044944,29.0,103.0,,0.2893258426966292,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,0.9099235822873839,0.0,0.15312511060376804
Paul DeJong,18015,657557,2023,STL,91.0,306.0,0.2973856209150327,29.0,87.0,,0.28431372549019607,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,0.8284684718142697,0.0,0.15312511060376804
Ramón Urías,18795,602104,2023,BAL,130.0,396.0,0.3282828282828283,29.0,101.0,,0.255050505050505,1.0,3.6824999999999997,-1.0006296328319049,0.0,0.3528932297479651,0.0,0.15312511060376804
Brett Baty*,26123,683146,2023,NYM,106.0,389.0,0.27249357326478146,23.0,109.0,,0.2802056555269923,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,0.7617056091552417,0.0,-1.4084144788500457
Michael A. Taylor,11489,572191,2023,MIN,107.0,388.0,0.2757731958762887,32.0,130.0,,0.33505154639175255,1.0,4.275,-0.241483259203806,0.0,1.653041129731523,0.0,0.9338949053306749
Mike Moustakas*,4892,519058,2023,2TM,113.0,386.0,0.2927461139896373,34.0,95.0,,0.24611398963730569,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,0.20766022336644296,0.0,1.4544081018152795
Mike Moustakas*,4892,519058,2023,COL,49.0,136.0,0.3602941176470588,34.0,34.0,,0.25,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,0.27081425395987235,0.0,1.4544081018152795
Mike Moustakas*,4892,519058,2023,LAA,64.0,250.0,0.256,34.0,61.0,,0.244,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,0.17330443072361762,0.0,1.4544081018152795
Edward Olivares,19698,658668,2023,KCR,122.0,385.0,0.3168831168831169,27.0,64.0,,0.16623376623376623,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,-1.0905241873255012,0.0,-0.3673880858808365
Chris Taylor,13757,621035,2023,LAD,125.0,384.0,0.3255208333333333,32.0,125.0,,0.3255208333333333,1.0,6.2975,2.3498644887503346,0.0,1.4981514387912025,0.0,0.9338949053306749
Andy Ibáñez,18819,628451,2023,DET,119.0,383.0,0.31070496083550914,30.0,69.0,,0.1801566579634465,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,-0.8642544020757289,0.0,0.41338170884607034
Mike Yastrzemski*,14854,573262,2023,SFG,125.0,381.0,0.32808398950131235,32.0,99.0,,0.25984251968503935,1.0,4.3999999999999995,-0.08132579641306915,0.0,0.43077131307446304,0.0,0.9338949053306749
Jake Fraley*,19260,641584,2023,CIN,129.0,380.0,0.3394736842105263,28.0,71.0,,0.1868421052631579,1.0,2.965,-1.9199334692507408,0.0,-0.755604938000703,0.0,-0.10713148763853422
Gabriel Moreno,22664,672515,2023,ARI,129.0,380.0,0.3394736842105263,23.0,75.0,,0.19736842105263158,1.0,4.17,-0.37601552794802645,0.0,-0.5845350726739403,0.0,-1.4084144788500457
Seth Brown*,18171,664913,2023,OAK,108.0,378.0,0.2857142857142857,30.0,101.0,,0.2671957671957672,1.0,3.4699999999999998,-1.2728973195761595,0.0,0.5502736239050469,0.0,0.41338170884607034
Yainer Diaz,23003,673237,2023,HOU,116.0,377.0,0.3076923076923077,24.0,74.0,,0.1962864721485411,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,-0.6021185137386939,0.0,-1.1481578806077433
Jason Heyward*,4940,518792,2023,LAD,127.0,377.0,0.33687002652519893,33.0,64.0,,0.16976127320954906,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,-1.0331964237132947,0.0,1.194151503572977
Brendan Donovan*,24679,680977,2023,STL,135.0,371.0,0.3638814016172507,26.0,53.0,,0.14285714285714285,1.0,3.5060000000000002,-1.2267719702924262,0.0,-1.4704325895446753,0.0,-0.6276446841231388
Miguel Cabrera,1744,408234,2023,DET,119.0,370.0,0.3216216216216216,40.0,74.0,,0.2,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,-0.5417676063422496,0.0,3.0159476912690932
Kyle Farmer,14813,571657,2023,MIN,117.0,369.0,0.3170731707317073,32.0,86.0,,0.23306233062330622,1.0,5.1850000000000005,0.9244630699127667,0.0,-0.004450603866049925,0.0,0.9338949053306749
Jake Rogers,19452,668670,2023,DET,104.0,365.0,0.28493150684931506,28.0,118.0,,0.3232876712328767,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,1.461858898512298,0.0,-0.10713148763853422
Jarren Duran*,24617,680776,2023,BOS,125.0,362.0,0.3453038674033149,26.0,90.0,,0.24861878453038674,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,0.24836724124434417,0.0,-0.6276446841231388
